839634 function calls (824339 primitive calls) in 5.640 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 pathlib.py:966(Path)
        4    0.000    0.000    0.000    0.000 core.py:3499(mask)
        1    0.000    0.000    0.000    0.000 ssl.py:372(Purpose)
        1    0.000    0.000    0.000    0.000 GifImagePlugin.py:50(GifImageFile)
        1    0.000    0.000    0.000    0.000 contextlib.py:70(__call__)
       64    0.000    0.000    0.000    0.000 ticker.py:227(set_axis)
        1    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKeyEx}
       54    0.000    0.000    0.000    0.000 cycler.py:371(<genexpr>)
       47    0.000    0.000    0.000    0.000 named_commands.py:26(register)
       78    0.000    0.000    0.000    0.000 _internal.py:791(<genexpr>)
        1    0.000    0.000    0.000    0.000 parser_utils.py:1(<module>)
       30    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.update_path_extents}
        1    0.000    0.000    0.000    0.000 pyparsing.py:3346(And)
        2    0.000    0.000    0.000    0.000 encoding.py:4(<module>)
       30    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 pyplot.py:111(install_repl_displayhook)
       12    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        1    0.000    0.000    0.000    0.000 sre_parse.py:1036(expand_template)
        5    0.000    0.000    0.000    0.000 six.py:159(_resolve)
       32    0.000    0.000    0.000    0.000 backend_bases.py:962(set_linewidth)
       10    0.000    0.000    0.000    0.000 ipstruct.py:41(__init__)
        1    0.000    0.000    0.000    0.000 output.py:14(Output)
       28    0.000    0.000    0.000    0.000 inspect.py:90(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 patches.py:1347(CirclePolygon)
       12    0.000    0.000    0.000    0.000 typing.py:626(<genexpr>)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
       95    0.000    0.000    0.000    0.000 pyparsing.py:180(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3039(__init__)
        1    0.000    0.000    0.000    0.000 cm.py:410(set_norm)
       16    0.000    0.000    0.000    0.000 ticker.py:1749(raise_if_exceeds)
        1    0.000    0.000    0.000    0.000 gridspec.py:370(__init__)
       97    0.000    0.000    0.000    0.000 docstring.py:63(copy)
        1    0.000    0.000    0.000    0.000 cm.py:466(changed)
        1    0.000    0.000    0.000    0.000 _base.py:1432(set_box_aspect)
        2    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_converter}
        1    0.000    0.000    0.000    0.000 backend_qt5.py:205(FigureCanvasQT)
        1    0.000    0.000    0.000    0.000 prefilter.py:493(AutocallChecker)
        8    0.000    0.000    0.000    0.000 rrule.py:77(<genexpr>)
       10    0.000    0.000    0.000    0.000 application.py:664(boolean_flag)
       16    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:17(type_aliases_gen)
        1    0.000    0.000    0.000    0.000 art3d.py:74(Text3D)
       11    0.000    0.000    0.000    0.000 magic_arguments.py:167(real_name)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:60(PytestTester)
        1    0.000    0.000    0.000    0.000 mathtext.py:3294(MathTextParser)
        1    0.000    0.000    0.000    0.000 _common.py:145(_tzinfo)
        1    0.000    0.000    0.000    0.000 table.py:232(Table)
        6    0.000    0.000    0.000    0.000 context.py:22(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:1488(datetime)
        1    0.000    0.000    0.000    0.000 figure.py:1784(clf)
        1    0.000    0.000    0.000    0.000 {built-in method setMouseTracking}
        4    0.000    0.000    0.000    0.000 transforms.py:1654(_set)
        1    0.000    0.000    0.000    0.000 backcall.py:6(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method setAlignment}
       93    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
        1    0.000    0.000    0.000    0.000 python.py:491(PythonTracebackLexer)
        1    0.000    0.000    0.000    0.000 _compatibility.py:21(use_metaclass)
        1    0.000    0.000    0.000    0.000 iterable.py:50(GeneratorBase)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:289(IFDRational)
       24    0.000    0.000    0.000    0.000 tokenize.py:143(<listcomp>)
        2    0.000    0.000    0.000    0.000 glob.py:152(_ishidden)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1551(enablePackrat)
        1    0.000    0.000    0.000    0.000 mathtext.py:966(StixFonts)
        5    0.000    0.000    0.000    0.000 shellapp.py:38(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:189(<dictcomp>)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:46(<genexpr>)
        1    0.000    0.000    0.000    0.000 tight_layout.py:10(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:36(tzutc)
        3    0.000    0.000    0.000    0.000 debugger.py:182(strip_indentation)
       50    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
       93    0.000    0.000    0.000    0.000 path.py:216(codes)
       42    0.000    0.000    0.000    0.000 pyparsing.py:483(haskeys)
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
        8    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 __init__.py:1094(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:586(PurePath)
        6    0.000    0.000    0.000    0.000 rcsetup.py:228(_make_type_validator)
       12    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 inspect.py:2392(_void)
        1    0.000    0.000    0.000    0.000 _iotools.py:451(StringConverter)
        1    0.000    0.000    0.000    0.000 threading.py:499(__init__)
       19    0.000    0.000    0.000    0.000 tokenize2.py:73(group)
       27    0.000    0.000    0.000    0.000 pathlib.py:171(casefold)
        1    0.000    0.000    0.000    0.000 mathtext.py:1984(VCentered)
        8    0.000    0.000    0.000    0.000 transforms.py:1769(is_separable)
        7    0.000    0.000    0.000    0.000 Image.py:3066(register_open)
       54    0.000    0.000    0.000    0.000 backend_bases.py:816(get_dashes)
        6    0.000    0.000    0.000    0.000 typing.py:348(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKey}
        1    0.000    0.000    0.000    0.000 getlimits.py:237(_get_machar)
        1    0.000    0.000    0.000    0.000 rrule.py:1300(rruleset)
        1    0.000    0.000    0.000    0.000 {built-in method setWindowIcon}
        1    0.000    0.000    0.000    0.000 patches.py:973(PathPatch)
        1    0.000    0.000    0.000    0.000 __init__.py:126(_CompiledSubprocess)
       20    0.000    0.000    0.000    0.000 tokenize.py:107(group)
        2    0.000    0.000    0.000    0.000 datetime.py:1176(__new__)
        1    0.000    0.000    0.000    0.000 usage.py:3(<module>)
        4    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.generic' objects}
        4    0.000    0.000    0.000    0.000 {built-in method setEnabled}
       52    0.000    0.000    0.000    0.000 artist.py:680(get_path_effects)
       70    0.000    0.000    0.000    0.000 markers.py:249(get_fillstyle)
        1    0.000    0.000    0.000    0.000 figure.py:99(bubble)
        1    0.000    0.000    0.000    0.000 figure.py:163(__init__)
        1    0.000    0.000    0.000    0.000 figure.py:1056(_make_key)
        1    0.000    0.000    0.000    0.000 typing.py:784(Generic)
        1    0.000    0.000    0.000    0.000 __init__.py:763(__init__)
        2    0.000    0.000    0.000    0.000 transforms.py:941(intervalx)
       80    0.000    0.000    0.000    0.000 backend_bases.py:147(open_group)
        1    0.000    0.000    0.000    0.000 typing.py:737(_VariadicGenericAlias)
        1    0.000    0.000    0.000    0.000 containers.py:840(Window)
      138    0.000    0.000    0.000    0.000 pyparsing.py:1343(postParse)
        1    0.000    0.000    0.000    0.000 module.py:41(ModuleContext)
        1    0.000    0.000    0.000    0.000 instance.py:429(InstanceVarArgs)
        2    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 posixpath.py:11(<module>)
        5    0.000    0.000    0.000    0.000 datetime.py:395(_check_date_fields)
       68    0.000    0.000    0.000    0.000 fromnumeric.py:3102(_ndim_dispatcher)
       54    0.000    0.000    0.000    0.000 backend_bases.py:806(get_clip_path)
        1    0.000    0.000    0.000    0.000 axis.py:2256(YAxis)
        1    0.000    0.000    0.000    0.000 traitlets.py:1761(__init__)
        2    0.000    0.000    0.000    0.000 coloransi.py:135(__init__)
        9    0.000    0.000    0.000    0.000 pstats.py:45(__new__)
       15    0.000    0.000    0.000    0.000 pyparsing.py:2729(charsAsStr)
       26    0.000    0.000    0.000    0.000 skipdoctest.py:12(skip_doctest)
        1    0.000    0.000    0.000    0.000 extensions.py:27(ExtensionManager)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x000001E3B76D8F28}
        1    0.000    0.000    0.000    0.000 pathlib.py:798(with_name)
        7    0.000    0.000    0.000    0.000 numerictypes.py:231(obj2sctype)
       16    0.000    0.000    0.000    0.000 axis.py:214(get_tick_padding)
       58    0.000    0.000    0.000    0.000 pyparsing.py:435(__bool__)
       58    0.000    0.000    0.000    0.000 markers.py:350(_set_nothing)
       70    0.000    0.000    0.000    0.000 axis.py:349(<genexpr>)
        5    0.000    0.000    0.000    0.000 ipapp.py:99(<lambda>)
        1    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       15    0.000    0.000    0.000    0.000 core.py:1278(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 function.py:118(FunctionExecutionContext)
        1    0.000    0.000    0.000    0.000 figure.py:488(set_constrained_layout)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        5    0.000    0.000    0.000    0.000 datetime.py:408(_check_time_fields)
        6    0.000    0.000    0.000    0.000 deprecation.py:269(__init__)
        2    0.000    0.000    0.000    0.000 transforms.py:1638(_init)
        1    0.000    0.000    0.000    0.000 document.py:68(Document)
       84    0.000    0.000    0.000    0.000 keys.py:10(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.raw_decoder}
       55    0.000    0.000    0.000    0.000 multiarray.py:143(concatenate)
        1    0.000    0.000    0.000    0.000 prefilter.py:583(MagicHandler)
        1    0.000    0.000    0.000    0.000 _dtype.py:5(<module>)
        1    0.000    0.000    0.000    0.000 textpath.py:18(TextToPath)
        8    0.000    0.000    0.000    0.000 {built-in method backgroundRole}
        1    0.000    0.000    0.000    0.000 threading.py:513(set)
        1    0.000    0.000    0.000    0.000 random.py:679(getrandbits)
        2    0.000    0.000    0.000    0.000 arrayprint.py:458(decorating_function)
       54    0.000    0.000    0.000    0.000 backend_bases.py:966(set_url)
        1    0.000    0.000    0.000    0.000 ssl.py:781(SSLSocket)
       94    0.000    0.000    0.000    0.000 fromnumeric.py:2737(_amin_dispatcher)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
       54    0.000    0.000    0.000    0.000 backend_bases.py:989(get_hatch)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        2    0.000    0.000    0.000    0.000 _base.py:185(__init__)
       54    0.000    0.000    0.000    0.000 traitlets.py:900(_init_call)
        2    0.000    0.000    0.000    0.000 {setAttribute}
        1    0.000    0.000    0.000    0.000 __init__.py:20(__deprecated_private_func)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method setCheckable}
      101    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        1    0.000    0.000    0.000    0.000 font_manager.py:1022(FontManager)
       39    0.000    0.000    0.000    0.000 text.py:550(set_wrap)
       60    0.000    0.000    0.000    0.000 text.py:1218(get_usetex)
        1    0.000    0.000    0.000    0.000 patches.py:2415(_Base)
       54    0.000    0.000    0.000    0.000 backend_bases.py:856(get_snap)
        1    0.000    0.000    0.000    0.000 traitlets.py:2335(__init__)
       11    0.000    0.000    0.000    0.000 loader.py:268(__setitem__)
        2    0.000    0.000    0.000    0.000 {built-in method update}
        2    0.000    0.000    0.000    0.000 os.py:769(getenv)
       74    0.000    0.000    0.000    0.000 pyparsing.py:2030(leaveWhitespace)
       94    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 animation.py:172(AbstractMovieWriter)
        8    0.000    0.000    0.000    0.000 fontconfig_pattern.py:144(_name)
       54    0.000    0.000    0.000    0.000 backend_bases.py:1000(get_hatch_color)
       24    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        8    0.000    0.000    0.000    0.000 __init__.py:426(_asdict)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3177(__init__)
